457,108,MUS 227/327,CP Music in World Cultures,3/4,TR 2:40-4:05 PM in DAC-128,John Myers,FY,15,8,0
458,58,MUS 237/337,Music Performance Workshop,3/4,TR 10:35-12:00 PM in KLG,Manon Hutton-DeWys,FY,15,6,0
459,83,MUS 278,Collegium,1 p/f,W 7:00-8:30 PM in KLG-,Anne Legene,FY,15,4,0
460,85,MUS 289,Chamber Orchestra,1 p/f,R 7:00-8:30 PM in KLG-,Anne Legene,FY,20,6,0
461,107,MUS 308,Counterpoint: The Essence of Western Musical Tradition,4,MW 2:40-4:05 PM in DAC-128,John Myers,WP,12,2,0
462,151,PHOT 101/201,Darkroom Photography I,3,TR 4:15-5:40 PM in DAC-025,Em Rooney,FY,12,8,0
463,62,PHOT 102,Photography Foundations,3,TR 10:35-12:00 PM in DAC-025,Daniel Karp,FY,12,8,0
464,73,SART 106 A,Introduction to Ceramics,3,MW 1:05-2:30 PM in DAC-072,Ben Krupka,FY,12,5,0
465,74,SART 106 B,Introduction to Ceramics,3,MW 2:40-4:05 PM in DAC-072,Ben Krupka,FY,12,9,0
466,20,SART 113,Color Theory in Painting,3,MW 2:40-4:05 PM in DAC-124,Jacob Fossum,FY,12,11,0
467,168,SART 115M 1,Introduction to Ikebana,2,TR 9:00-10:25 AM in FAR-MAIN,Brian Mikesell,FY,10,8,0
468,22,SART 118M 1,Contemporary Drawing,2,TR 1:05-2:30 PM in DAC-024,Jacob Fossum,FY,12,5,0
469,23,SART 118M 2,Contemporary Drawing,2,TR 1:05-2:30 PM in DAC-024,Jacob Fossum,FY,12,3,0
470,21,SART 239,Figure Painting,3,T 9:00-11:55 AM in DAC-124,Jacob Fossum,WP,12,5,0
471,144,SART 263,Introduction to Sculpture,3,MW 10:05-11:30 AM in DAC-052,Chris Domenick,FY,12,3,0
472,145,SART 270,Introduction to Printmaking,3,MW 6:05-7:30 PM in DAC-029,Chris Domenick,FY,10,9,0
473,203,THEA 103/203,"Foundations of Acting: Action, Movement & Character",3,TR 1:05-2:30 PM in DAC-002,Sara Katzoff,FY,15,4,0
474,156,THEA 108/208/308,Costume Design & Execution,3/4,TR 1:05-2:30 PM in DAC-018,George Veale,FY,12,4,0
475,65,THEA 206/306/406,Theater Production,3/4,MTR 6:05-9:00 PM in DAC-001,Aimee Michel,WP,15,10,0
476,180,THEA 207/307/407,Theater Production: Tech,1/4,F 10:00-12:30 PM in DAC-002,Leo Earl,WP,15,5,0
477,98,THEA 232,WCP Women Playwrights Speak Outloud (OSUN),3,TR 10:35-12:00 PM in ONL-,Aimee Michel,FY,10,5,0
478,250,THEA 239AM 1,The Director Designer Collaboration: Process,2,MW 2:40-4:05 PM in DAC-135,Aimee Michel,WP,15,2,0
479,123,THEA 243,The Art of Sound Design,3,MW 10:05-11:30 AM in DAC-139,Monk Schane-Lydon,FY,15,5,0
480,178,THEA 247/347,Solo Performance Workshop,3/4,MW 1:05-2:30 PM in DAC-002,Sara Katzoff,WP,15,3,0
481,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
482,28,WS 213,WCP Women Write the World (OSUN),3,TR 10:35-12:00 PM in ONL-,Jennifer Browdy,FY,20,15,0
483,173,LIT 150,Introduction to Creative Writing,3,TR 1:05-2:30 PM in CL3-14,Kate Glavin,FY,15,11,1
484,201,LIT 153,W Art of Fiction: The Novel,3,MW 1:05-2:30 PM in DAC-128,Brendan Mathews,FY,15,8,0
485,44,LIT 204,Children's Literature,3,MW 10:05-11:30 AM in CL3-09,Mileta Roe,FY,16,13,0
486,46,LIT 243,WCP Tales of the Fantastic in the Hispanophone World,3,TR 4:15-5:40 PM in CL3-13,David Franco Arabia,FY,15,6,0
487,177,LIT 292,Shakespearean Dynamics: Gender and Social Hierarchies in Macbeth and Othello,3,MW 2:40-4:05 PM in CL1-02,Felix Kaputu,FY,15,10,0
488,14,CHIN 100,Chinese Language & Context I,4,MW 8:30-9:55 AM and R 9:00-10:25 AM in LIE-01,Christopher Coggins,FY,15,8,0
489,260,CHIN 220/320,CP Masterpieces of Chinese Fiction,3/4,TR 4:15-5:40 PM in CL3-12,Ying Wang,WP,15,10,0
490,37,CHIN 305,Advanced Chinese I,4,TF 2:40-4:05 PM in CL1-04,Ying Wang,WP,15,4,0
491,34,ESL 100,English for Academic Success 1,3,TR 2:40-4:05 PM in HCC-CONF,Mark Hopkins,FY,15,4,0
492,27,FREN 100,French Language & Context I,4,MWF 1:05-2:30 PM in LIE-02,Maryann Tebben,FY,15,10,0
493,41,FREN 204,Intermediate French  I,3,TR 2:40-4:05 PM in CL3-10,Colette van Kerckvoorde,WP,15,4,0
494,309,FREN 204 A,Intermediate French  I,3,MWF 11:05-12:00 PM in CL3-11,David Franco Arabia,WP,15,3,0
495,40,GERM 204,Intermediate German I,3,MW 2:40-4:05 PM in HCC-Math tutor,Colette van Kerckvoorde,WP,15,2,0
496,193,SPAN 100 A,Spanish Language & Context I,4,TR 10:35-11:30 AM and MW 10:05-11:30 AM in LIE-02,Daniel Giraldo-Wonders,FY,15,6,0
497,194,SPAN 204,Intermediate Spanish I: Perspectives of Latin America,3,TR 1:05-2:30 PM in LIE-02,Daniel Giraldo-Wonders,WP,15,5,0
498,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
499,126,BIO 100,Introduction to Biology,4,MWF 9:00-9:55 AM in FSH-102,Sarah Snyder,FY,30,26,0
500,128,BIO 105M 1,Field Studies: Butterflies,2,F 1:05-4:00 PM in FSH-211,Sarah Snyder,FY,14,10,0
501,103,CHEM 100 A,Chemistry I,4,MWF 10:05-11:00 AM in FSH-102,David Myers,WP,20,9,0
502,104,CHEM 100 B,Chemistry I,4,MWF 11:10-12:05 PM in FSH-102,David Myers,WP,20,11,0
503,188,CMPT 242,Programming in C/C++,3,TR 10:35-12:00 PM in FSH-201,Sami Alshalwi,WP,15,9,0
504,93,ENVS 100,Introduction to Environmental Studies,4,TR 9:00-10:25 AM in FSH-211 and T 2:40-5:35 PM in FSH-211A,Donald McClelland,FY,15,7,0
505,149,ENVS 108/209,Aquatic Ecology,4,TR 9:00-10:25 AM and R 9:00-11:55 AM in FSH-131,Thomas Coote,FY,15,7,0
506,120,MATH 109,Elementary Functions,3,MWF 10:05-11:00 AM in CL1-01,Robert Putz,WP,15,7,1
507,81,MATH 112M 2,Data Analysis with R,2,MWF 1:35-2:30 PM in FSH-112,Amanda Landi,FY,15,11,0
508,102,MATH 211,Calculus II,3,MWF 10:05-11:00 AM in CL1-04,Kaethe Minden,WP,15,6,0
509,143,MATH 217M 1,Introduction to Mathematical Proof,2,MWF 1:35-2:30 PM in CL1-01,Kameryn Williams,WP,15,2,0
510,186,MATH 218M 2,Nonbinary Thinking in Mathematics,2,MWF 12:30-1:25 PM in CL1-01,Kameryn Williams,WP,15,4,0
511,101,MATH 220,Linear Algebra,3,MWF 11:10-12:05 PM in CL1-04,Kaethe Minden,WP,15,12,0
512,119,MATH 221,Vector Calculus,3,MWF 9:00-9:55 AM in CL1-01,Robert Putz,WP,15,6,0
513,243,MATH 320,Group Theory,4,MWF 1:35-2:30 PM in CL1-04,Kaethe Minden,WP,15,4,0
514,97,NATS 116,Forensic Science,4,R 1:05-4:05 PM and MW 2:40-4:05 PM in FSH-202,Susan Mechanic-Meyers,FY,15,9,0
515,69,PHYS 100 A,Physics I,4,MWF 11:10-12:05 PM in FSH-113,Eric Kramer,WP,18,12,0
516,70,PHYS 100 B,Physics I,4,MWF 1:35-2:30 PM in FSH-113,Eric Kramer,WP,18,12,0
517,2,PHYS 220,Introduction to Quantum Physics,3,MWF 10:05-11:00 AM in FSH-113,Sameer Hamadna,WP,20,9,0
518,3,PHYS 230,Modern Physics Laboratory,1,R 2:40-5:35 PM in FSH-113,Sameer Hamadna,WP,16,5,0
519,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
520,33,PACE 100,CP American Ways,3,MW 2:40-4:05 PM in HCC-CONF,Mark Hopkins,FY,15,7,0
521,242,AFAM 215,CP Afrofuturism,3,MW 2:40-4:05 PM in CL3-09,Carla Stephens,FY,15,13,0
522,10,ANTH 232,"WCP City Life: Anthropology, People, and Place at Home and Abroad",3,TR 10:35-12:00 PM in CL1-03,Kathryn Boswell,FY,15,7,0
523,170,ANTH 238,WCP Media Anthropology,3,TR 1:05-2:30 PM in CL1-03,Kathryn Boswell,FY,15,6,0
524,25,FOOD 205,Sustainable Local Food in Global Context (OSUN NCC),3,MW 8:30-9:55 AM in LIE-02,Maryann Tebben,FY,15,9,0
525,148,GS 218M 1,"CP Emperors, Samurai, and the Men Who Love Them",2,MW 2:40-4:05 PM in CL3-11,John Weinstein,FY,15,8,0
526,15,GEOG 217/317,Forest Studies Seminar & Lab,3/4,F 9:00-11:55 AM in LIE-02,Christopher Coggins,FY,15,12,0
527,60,HIST 147,"W Freedom Struggles: Introduction to U.S. History I, 1600-1877",3,TR 10:35-12:00 PM in CL3-14,Justin Jackson,FY,15,4,0
528,263,PHIL 206,"CP Philosophies and Religions of East Asia: Buddhism, Daoism, Confucianism, and Shinto",3,TR 1:05-2:30 PM in CL3-10,Christopher Coggins,FY,15,10,0
529,236,POLS 229,"The Ignorance of Schoolmasters and the Scandal of Democracy: Education, Emancipation,
                              Politics",3,MW 8:30-9:55 AM in ONL-,Asma Abbas,WP,15,8,0
530,169,PSYC 105M 1,Restorative Horticulture,2,TR 2:40-4:05 PM in FAR-MAIN,Brian Mikesell,FY,15,7,0
531,24,QL 101M 2,"CP LGBTQ+ College Communities: Past, Present, Future",2,MW 2:40-4:05 PM in CL3-11,John Weinstein,FY,15,6,0
532,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
533,33,PACE 100,CP American Ways,3,MW 2:40-4:05 PM in HCC-CONF,Mark Hopkins,FY,15,7,0
534,242,AFAM 215,CP Afrofuturism,3,MW 2:40-4:05 PM in CL3-09,Carla Stephens,FY,15,13,0
535,10,ANTH 232,"WCP City Life: Anthropology, People, and Place at Home and Abroad",3,TR 10:35-12:00 PM in CL1-03,Kathryn Boswell,FY,15,7,0
536,170,ANTH 238,WCP Media Anthropology,3,TR 1:05-2:30 PM in CL1-03,Kathryn Boswell,FY,15,6,0
537,48,DANC 126/226/326,CP Flamenco Dance,3/4,MW 10:05-11:30 AM in DAC-116,Kati Garcia-Renart,FY,10,4,0
538,148,GS 218M 1,"CP Emperors, Samurai, and the Men Who Love Them",2,MW 2:40-4:05 PM in CL3-11,John Weinstein,FY,15,8,0
539,28,WS 213,WCP Women Write the World (OSUN),3,TR 10:35-12:00 PM in ONL-,Jennifer Browdy,FY,20,15,0
540,46,LIT 243,WCP Tales of the Fantastic in the Hispanophone World,3,TR 4:15-5:40 PM in CL3-13,David Franco Arabia,FY,15,6,0
541,108,MUS 227/327,CP Music in World Cultures,3/4,TR 2:40-4:05 PM in DAC-128,John Myers,FY,15,8,0
542,263,PHIL 206,"CP Philosophies and Religions of East Asia: Buddhism, Daoism, Confucianism, and Shinto",3,TR 1:05-2:30 PM in CL3-10,Christopher Coggins,FY,15,10,0
543,24,QL 101M 2,"CP LGBTQ+ College Communities: Past, Present, Future",2,MW 2:40-4:05 PM in CL3-11,John Weinstein,FY,15,6,0
544,98,THEA 232,WCP Women Playwrights Speak Outloud (OSUN),3,TR 10:35-12:00 PM in ONL-,Aimee Michel,FY,10,5,0
545,260,CHIN 220/320,CP Masterpieces of Chinese Fiction,3/4,TR 4:15-5:40 PM in CL3-12,Ying Wang,WP,15,10,0
546,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
547,10,ANTH 232,"WCP City Life: Anthropology, People, and Place at Home and Abroad",3,TR 10:35-12:00 PM in CL1-03,Kathryn Boswell,FY,15,7,0
548,170,ANTH 238,WCP Media Anthropology,3,TR 1:05-2:30 PM in CL1-03,Kathryn Boswell,FY,15,6,0
549,28,WS 213,WCP Women Write the World (OSUN),3,TR 10:35-12:00 PM in ONL-,Jennifer Browdy,FY,20,15,0
550,60,HIST 147,"W Freedom Struggles: Introduction to U.S. History I, 1600-1877",3,TR 10:35-12:00 PM in CL3-14,Justin Jackson,FY,15,4,0
551,201,LIT 153,W Art of Fiction: The Novel,3,MW 1:05-2:30 PM in DAC-128,Brendan Mathews,FY,15,8,0
552,46,LIT 243,WCP Tales of the Fantastic in the Hispanophone World,3,TR 4:15-5:40 PM in CL3-13,David Franco Arabia,FY,15,6,0
553,98,THEA 232,WCP Women Playwrights Speak Outloud (OSUN),3,TR 10:35-12:00 PM in ONL-,Aimee Michel,FY,10,5,0
554,CRN,Course Number,Title,Credits,Day/Time/Room,Instructor,FY,Max,Current,Wait
555,136,BIO 100L A,Introduction to Biology Lab,0,T 9:00-11:55 AM in FSH-202,Daniel Wendekier,FY,15,12,0
556,137,BIO 100L B,Introduction to Biology Lab,0,T 2:40-5:35 PM in FSH-202,Daniel Wendekier,FY,15,14,0
557,105,CHEM 100L A,Chemistry I Lab,0,T 9:00-11:55 AM in FSH-128,David Myers,WP,10,4,0
558,106,CHEM 100L B,Chemistry I Lab,0,R 9:00-11:55 AM in FSH-128,David Myers,WP,10,4,0
559,138,CHEM 100L D,Chemistry I Lab,0,R 2:40-5:35 PM in FSH-128,Daniel Wendekier,WP,10,8,0
560,139,CHEM 100L E,Chemistry I Lab,0,F 1:05-4:00 PM in FSH-128,Daniel Wendekier,WP,10,4,0
561,56,DANC 108,Dance Concert Workshop,1 p/f,W 6:00-7:30 PM in DAC-108,Kati Garcia-Renart,FY,60,41,0
562,184,LR 132M 2,Laboratories and Libraries: The Lifecycles of Scientific Information,1 p/f,T 10:35-12:00 PM in CL1-04,Herbie Pollard and KellyAnne McGuire,FY,15,4,0
563,247,LIT 100,Guest Writers,2 p/f,TR 4:15-5:40 PM in HCC-CONF,Fiona Wilson,FY,15,3,0
564,80,MATH 099M 1,Algebra Workshop,1 p/f,MWF 1:35-2:30 PM in FSH-112,Amanda Landi,FY,15,0,0
565,71,PHYS 100L A,Physics I Lab,0,T 2:40-5:35 PM in FSH-113,Eric Kramer,WP,18,9,0
566,72,PHYS 100L B,Physics I Lab,0,F 2:40-5:35 PM in FSH-113,Eric Kramer,WP,18,15,0
